year,name,college,position,height,weight,wonderlic,dash40,bench,vert_jump,broad_jump,shuttle,shuttle3,lineman
2006,Kader Drame,Syracuse,DL,77,290,NA,5.25,17,30.5,108,NA,8.14,Yes
2006,Maurice Drew,UCLA,RB,67,207,NA,4.39,18,36,116,4.41,7.08,No
2006,Elvis Dumervil,Louisville,DL,73,257,NA,4.75,30,NA,NA,NA,NA,Yes
2006,Dusty Dvoracek,Oklahoma,DL,75,306,NA,5.01,34,34,110,4.37,7.62,Yes
2006,Ray Edwards,Purdue,DL,77,273,NA,4.81,30,39,114,4.59,7.71,Yes
2006,Keith Ellison,Oregon State,LB,74,235,NA,4.76,24,32.5,115,4.16,7.23,No
2006,Greg Eslinger,Minnesota,OL,75,292,NA,5.13,28,30,101,4.69,7.59,Yes
2006,Bruce Eugene,Grambling State (LA),QB,73,260,NA,5.12,NA,27.5,94,4.78,7.97,No
2006,Jhari Evans,Bloomsburg,OL,77,316,NA,5.25,20,27,95,4.88,7.98,Yes
2006,Anthony Fasano,Notre Dame,PC,76,259,NA,*4.86,19,33.5,NA,4.34,6.94,No
2006,Daniel Fells,Cal Davis,PC,76,259,NA,4.95,19,29.5,108,4.52,7.29,No
2006,Omar Gaither,Tennessee,LB,73,234,NA,4.78,23,37,115,4.32,7.31,No
2006,Quinton Ganther,Utah,RB,70,218,NA,4.5,29,35,119,NA,7.21,No
2006,Chris Gocong,Cal Poly,DL,74,263,NA,4.7,28,38.5,123,4.09,7.06,Yes
2006,Kedric Golston,Georgia,DL,76,300,NA,4.88,31,33,111,4.45,7.61,Yes
2006,Charles Gordon,Kansas,DB,70,183,NA,4.6,12,35.5,115,4.23,6.96,No
2006,Bruce Gradkowski,Toledo,QB,74,217,NA,4.59,NA,34,107,4.16,7.13,No
2006,Marcus Green,Ohio State,DL,73,295,NA,5.14,33,31,108,4.88,7.62,Yes
2006,Skyler Green,Louisiana State,PC,69,192,NA,4.53,NA,34,118,NA,NA,No
2006,Chad Greenway,Iowa,LB,75,242,NA,4.76,16,33.5,117,4.22,7.01,No
2006,Cedric Griffin,Texas,DB,73,199,NA,4.51,17,35.5,125,4.1,6.86,No
2006,Darrell Hackney,Alabama-Birmingham,QB,73,239,40,4.82,NA,33,110,4.69,7.62,No
2006,Derek Hagan,Arizona State,PC,74,208,NA,4.45,NA,36,124,4.07,NA,No
2006,Marques Hagans,Virginia,RB,70,202,NA,4.67,NA,35,114,4.43,7.03,No
2006,Andre Hall,South Florida,RB,69,208,NA,4.4,18,33,113,NA,7.39,No
2006,Chris Hannon,Tennessee,PC,75,205,NA,4.48,NA,34.5,122,NA,NA,No
2006,Parys Haralson,Tennessee,DL,73,253,NA,4.8,24,32,115,4.28,7.38,Yes
2006,Chris Harrell,Penn State,DB,73,209,NA,4.7,15,40.5,119,4.13,7.02,No
2006,Gilbert Harris,Arizona,RB,74,235,NA,4.73,20,36,117,4.39,7.02,No
2006,Jerome Harrison,Washington State,RB,69,201,NA,4.47,19,34.5,124,4.08,6.79,No
2006,Mike Hass,Oregon State,PC,73,208,NA,4.59,NA,32,116,4.15,6.97,No
2006,Jason Hatcher,Grambling State (LA),DL,78,284,NA,4.82,28,35.5,113,4.5,7.68,Yes
2006,Spencer Havner,UCLA,LB,76,242,NA,4.69,NA,39,116,4.09,6.82,No
2006,A.J. Hawk,Ohio State,LB,73,248,NA,4.59,24,40,115,3.96,6.82,No
2006,Chris Hawkins,Marshall,DB,70,183,NA,4.51,16,37,116,4.19,NA,No
2006,Taurean Henderson,Texas Tech,RB,70,204,NA,4.62,NA,32.5,112,4.43,7.02,No
2006,Matt Henshaw,Florida State,PC,77,248,NA,4.73,16,29,111,4.46,7.45,No
2006,Jarvis Herring,Florida,DB,71,207,NA,4.85,15,36.5,116,4.3,7.34,No
2006,Devin Hester,Miami,PC,71,190,NA,4.41,16,38,124,NA,NA,No
2006,Tye Hill,Clemson,DB,70,185,NA,4.34,NA,41,129,4.05,6.64,No
2006,Ed Hinkel,Iowa,PC,73,190,NA,4.54,NA,34,116,4.1,6.98,No
2006,Abdul Hodge,Iowa,LB,73,236,NA,4.76,NA,31,108,4.35,7.11,No
2006,Reuben Houston,Georgia Tech,DB,73,192,NA,4.62,21,41.5,127,4.45,NA,No
2006,Thomas Howard,Texas-El Paso,LB,75,239,NA,4.42,21,39,124,4.29,6.98,No
2006,Oliver Hoyte,North Carolina State,LB,75,245,NA,4.93,19,32,112,4.31,7.48,No
2006,Michael Huff,Texas,DB,73,204,NA,4.34,21,40.5,125,NA,NA,No
2006,Cedric Humes,Virginia Tech,RB,73,227,NA,4.62,18,30.5,106,4.23,7.07,No
2006,Darrell Hunter,Miami (OH),DB,73,206,NA,4.44,8,36,123,4.14,NA,No
2006,Clint Ingram,Oklahoma,LB,74,244,NA,4.65,22,41,NA,4.11,7.12,No
2006,Chad Jackson,Florida,PC,73,213,15,4.32,NA,38.5,122,4.03,6.74,No
2006,D'Qwell Jackson,Maryland,LB,73,230,NA,4.73,19,37,116,4.37,7.05,No
2006,Tarvaris Jackson,Alabama State,QB,74,226,19,4.69,NA,31.5,107,4.4,7.41,No
2006,Tommy Jackson,Auburn,DL,73,304,NA,5.19,26,31,104,4.61,7.74,Yes
2006,Omar Jacobs,Bowling Green,QB,76,232,38,4.84,NA,32.5,108,4.31,7.47,No
2006,Max Jean-Gilles,Georgia,OL,76,355,NA,5.48,27,24.5,95,5.08,8.56,Yes
2006,Julian Jenkins,Stanford,DL,76,277,NA,5.03,25,34.5,110,4.24,7.11,Yes
2006,Adam Jennings,Fresno State,PC,69,181,NA,4.44,NA,37.5,118,4.16,6.89,No
2006,Greg Jennings,Western Michigan,PC,71,197,NA,4.42,NA,36.5,117,4.18,6.69,No
2006,Kelly Jennings,Miami,DB,71,178,NA,4.39,NA,40,120,4.04,NA,No
2006,Tim Jennings,Georgia,DB,68,185,NA,4.32,17,37.5,NA,NA,NA,No
2006,Brandon Johnson,Louisville,LB,77,228,NA,4.44,11,37,118,4.34,7.19,No
2006,Johnny Jolly,Texas A&M,DL,75,317,NA,5.41,NA,NA,104,NA,NA,Yes
2006,Davin Joseph,Oklahoma,OL,75,311,NA,5.09,24,32,111,5.02,NA,Yes
2006,Johnathan Joseph,South Carolina,DB,71,193,NA,4.31,15,37,123,4.27,6.94,No
2006,Freddy Keiaho,San Diego State,LB,71,224,NA,*4.65,15,36,NA,4.12,7.02,No
2006,Charlton Keith,Kansas,LB,77,237,NA,4.78,12,30.5,109,4.42,7.04,No
2006,William Kershaw,Maryland,LB,75,240,NA,4.63,21,37,111,4.2,6.96,No
2006,Jeff King,Virginia Tech,PC,77,245,NA,4.83,21,32.5,109,4.13,6.99,No
2006,David Kirtman,Southern California,RB,73,233,NA,4.76,NA,29.5,106,4.32,7.18,No
2006,Mathias Kiwanuka,Boston College,DL,78,266,NA,4.7,17,32,120,4.15,7.29,Yes
2006,Joe Klopfenstein,Colorado,PC,78,255,NA,4.63,27,36,112,4.24,7.4,No
2006,Mike Kudla,Ohio State,DL,74,265,NA,4.72,45,37,114,4.45,7.22,Yes
2006,Chris Kuper,North Dakota,OL,77,301,NA,5.1,24,30,109,4.62,7.59,Yes
2006,Ryan LaCasse,Syracuse,DL,75,257,NA,4.62,34,34,113,4.34,7.26,Yes
2006,Dawan Landry,Georgia Tech,DB,73,220,NA,4.64,18,37.5,124,4.28,NA,No
2006,Manny Lawson,North Carolina State,LB,78,241,NA,4.43,23,39.5,124,4.21,6.9,No
2006,Josh Lay,Pittsburgh,DB,73,197,NA,4.48,16,40.5,120,NA,NA,No
2006,Greg Lee,Pittsburgh,PC,74,201,NA,4.59,NA,35.5,114,4.11,6.81,No
2006,Matt Leinart,Southern California,QB,77,223,35,*4.90,NA,NA,NA,NA,NA,No
2006,Jonathan Lewis,Virginia Tech,DL,73,309,NA,4.97,24,33.5,111,4.43,7.42,Yes
2006,Marcedes Lewis,UCLA,PC,79,261,NA,4.8,23,37,118,4.84,7.24,No
2006,Calvin Lowry,Penn State,DB,71,200,NA,4.54,15,36,120,4.23,7.16,No
2006,Travis Lulay,Montana State,QB,75,216,37,4.71,NA,35,111,4.07,6.93,No
2006,Wali Lundy,Virginia,RB,71,214,NA,4.48,18,35,111,4.37,7.01,No
2006,Taitusi Lutui,Southern California,OL,76,334,NA,5.45,26,28,97,4.83,8.05,Yes
2006,Antonio Malone,Toledo,DB,73,200,NA,4.59,10,34,111,4.13,7.06,No
2006,Nick Mangold,Ohio State,OL,76,300,NA,5.05,24,27.5,104,4.4,7.48,Yes
2006,Danieal Manning,Abilene Christian,DB,71,202,NA,4.48,17,39,123,4.08,7.24,No
2006,Brandon Marshall,Central Florida,PC,77,229,NA,4.52,NA,37,120,NA,NA,No
2006,Richard Marshall,Fresno State,DB,71,189,NA,4.42,12,37,129,4.16,6.66,No
2006,Derrick Martin,Wyoming,DB,70,202,NA,4.5,17,40,127,3.97,6.73,No
2006,Ingle Martin,Furman,QB,74,220,30,4.71,NA,36,111,4.22,7.15,No
2006,Jimmy Martin,Virginia Tech,OL,77,303,NA,5.23,25,31,101,NA,NA,Yes
2006,Wendell Mathis,Fresno State,RB,73,210,NA,4.51,20,33,117,4.24,6.95,No
2006,Fred Matua,Southern California,OL,75,306,NA,*5.04,28,24.5,NA,4.79,7.87,Yes
2006,Marcus Maxey,Miami,DB,74,198,NA,4.48,14,41.5,129,NA,NA,No
2006,Dee McCann,West Virginia,DB,71,197,NA,4.53,NA,40.5,122,4.39,7.36,No
2006,John McCargo,North Carolina State,DL,74,302,NA,5.15,25,30.5,110,4.49,7.8,Yes
2006,Stanley McClover,Auburn,DL,75,262,NA,4.7,19,39,114,4.52,7.88,Yes
2006,Tim McGarigle,Northwestern,LB,73,242,NA,4.73,NA,38,118,4.08,7.1,No
2006,Roger McIntosh,Miami,LB,74,237,NA,4.63,18,41.5,119,NA,NA,No
2006,Reggie McNeal,Texas A&M,QB,74,198,NA,4.4,NA,32,121,4.27,6.98,No
2006,Marcus McNeill,Auburn,OL,80,336,NA,5.07,NA,31,98,5.04,8.19,Yes
2006,Gerrick McPhearson,Maryland,DB,70,196,NA,4.42,18,41.5,129,NA,NA,No
2006,Paul McQuistan,Weber State (UT),OL,78,312,NA,5.07,28,29.5,110,4.65,7.72,Yes
2006,Rob Meadow,Washington,OL,77,324,NA,5.4,29,24,99,4.76,7.96,Yes
2006,Vincent Meeks,Texas Tech,DB,71,210,NA,4.85,11,33,112,NA,NA,No
2006,Erik Meyer,Eastern Washington,QB,73,210,NA,4.67,NA,32.5,112,4.14,6.83,No
2006,Garrett Mills,Tulsa,RB,73,241,NA,4.64,23,35.5,111,4.06,6.82,No
2006,Jeremy Mincey,Florida,DL,76,259,NA,4.76,27,33.5,116,4.25,7.01,Yes
2006,DeMario Minter,Georgia,DB,71,190,NA,4.52,10,38.5,131,4.12,6.88,No
2006,Anthony Mix,Auburn,PC,76,235,NA,4.48,NA,31.5,111,NA,NA,No
2006,Will Montgomery,Virginia Tech,OL,75,312,NA,5.12,35,29.5,104,4.43,7.4,Yes
2006,DonTrell Moore,New Mexico,RB,70,210,NA,4.64,18,32,116,4.34,7.12,No
2006,Sinorice Moss,Miami,PC,68,185,NA,4.38,NA,NA,NA,NA,NA,No
2006,Martin Nance,Miami (OH),PC,76,213,NA,4.55,NA,33.5,112,4.09,6.91,No
2006,Terna Nande,Miami (OH),LB,73,232,NA,4.51,41,39,124,4.12,6.98,No
2006,Javon Nanton,Miami,DL,76,250,NA,4.8,22,28.5,108,NA,NA,Yes
2006,Khalid Naziruddin,Texas Tech,DB,69,185,NA,4.64,17,38.5,119,NA,NA,No
2006,Barrick Nealy,Texas State,QB,76,226,NA,4.57,NA,32.5,114,4.29,6.94,No
2006,Haloti Ngata,Oregon,DL,76,338,NA,5.13,37,31.5,110,4.69,7.97,Yes
2006,A.J. Nicholson,Florida State,LB,73,252,NA,4.88,25,NA,116,4.46,7.37,No
2006,Rob Ninkovich,Purdue,DL,75,260,NA,4.91,23,34.5,116,4.18,6.96,Yes
2006,Jerious Norwood,Mississippi State,RB,73,210,NA,4.4,15,36.5,122,4.26,6.81,No
2006,Ryan O'Callaghan,California,OL,79,344,NA,5.39,21,25,92,NA,NA,Yes
2006,Ben Obomanu,Auburn,PC,73,205,NA,4.45,NA,38,116,4.23,7.18,No
2006,Quinn Ojinnaka,Syracuse,OL,77,309,NA,5.44,21,28.5,102,5.12,8.47,Yes
2006,Drew Olson,UCLA,QB,74,222,NA,5.09,NA,23,97,4.44,NA,No
2006,Chijioke Onyenegecha,Oklahoma,DB,74,215,NA,4.55,16,34.5,118,NA,NA,No
2006,Jonathan Orr,Wisconsin,PC,74,198,NA,4.44,NA,35.5,119,4.16,7.34,No
2006,Babatunde Oshinowo,Stanford,DL,74,304,NA,5.27,33,32,105,4.57,7.89,Yes
2006,Jarrad Page,UCLA,DB,73,239,NA,4.63,NA,38,127,4.14,6.7,No
2006,Kai Parham,Virginia,LB,75,256,NA,4.98,30,35,116,4.36,7.36,No
2006,Domata Peko,Michigan State,DL,75,307,NA,5.27,25,28.5,103,4.54,7.7,Yes
2006,Terrance Pennington,New Mexico,OL,79,325,NA,5.39,28,28.5,102,NA,NA,Yes
2006,Charlie Peprah,Alabama,DB,71,206,NA,4.66,15,37.5,119,4.1,6.81,No
2006,Marvin Philip,California,OL,73,307,NA,5.24,27,27,96,4.7,7.87,Yes
2006,Paul Pinegar,Fresno State,QB,77,232,NA,5.1,NA,29,110,4.52,7.38,No
2006,David Pittman,Northwestern State (LA),DB,71,182,NA,4.44,14,36,128,4.27,NA,No
2006,Jason Pociask,Wisconsin,PC,75,266,NA,4.84,23,32.5,115,4.32,7.31,No
2006,Bernard Pollard,Purdue,DB,74,224,NA,4.57,NA,36.5,131,NA,NA,No
2006,Leonard Pope,Georgia,PC,80,258,NA,4.62,22,37.5,118,4.67,7.48,No
2006,Quinton Porter,Boston College,QB,77,233,NA,4.67,NA,33.5,116,4.1,6.77,No
2006,Donovan Raiola,Wisconsin,OL,74,300,NA,5.55,20,25,90,5.02,8.18,Yes
2006,Troy Reddick,Auburn,OL,77,334,NA,5.57,21,NA,NA,4.86,7.93,Yes
2006,Willie Reid,Florida State,PC,71,188,NA,4.34,NA,37.5,117,4.26,7.06,No
2006,Freddie Roach,Alabama,LB,74,257,NA,4.93,NA,34,111,4.42,7.51,No
2006,Dale Robinson,Arizona State,LB,73,231,NA,4.76,18,33,108,4.33,7.3,No
2006,Cory Rodgers,Texas Christian,PC,73,188,NA,4.58,NA,33.5,110,4.19,7.38,No
2006,Dennis Roland,Georgia,OL,82,328,NA,5.28,19,NA,NA,NA,NA,Yes
2006,Cory Ross,Nebraska,RB,66,201,NA,4.58,15,NA,NA,NA,NA,No
2006,Derrick Ross,Tarleton State (TX),RB,71,226,NA,4.56,20,35,112,4.37,7.01,No
2006,Pat Ross,Boston College,OL,76,301,NA,4.99,23,NA,NA,NA,NA,Yes
2006,Richie Ross,Nebraska-Kearney,PC,76,209,NA,4.61,NA,37,120,4.31,6.96,No
2006,Frostee Rucker,Southern California,DL,75,267,NA,4.88,NA,29.5,110,NA,NA,Yes
2006,DeMeco Ryans,Alabama,LB,73,236,NA,4.65,23,39,129,4.18,7.19,No
2006,Nate Salley,Ohio State,DB,74,216,NA,4.63,14,40,123,4.17,6.8,No
2006,Tony Scheffler,Western Michigan,PC,78,254,NA,4.54,17,33.5,115,4.04,6.82,No
2006,Anthony Schlegel,Ohio State,LB,73,250,NA,4.88,21,32,111,4.39,7.41,No
2006,Jonathan Scott,Texas,OL,79,315,NA,5.32,NA,24.5,101,4.87,7.74,Yes
2006,Mark Setterstrom,Minnesota,OL,76,314,NA,5.38,19,26.5,100,4.56,7.64,Yes
2006,D.J. Shockley,Georgia,QB,73,214,19,4.56,NA,37.5,121,4.18,7.08,No
2006,Kevin Simon,Tennessee,LB,70,235,NA,4.89,26,28,103,4.34,7.7,No
2006,Ko Simpson,South Carolina,DB,73,209,NA,4.45,11,40.5,122,4.2,7.09,No
2006,Ernie Sims,Florida State,LB,71,231,NA,4.5,25,41,125,4.23,7.32,No
2006,Dwayne Slay,Texas Tech,DB,76,216,NA,4.78,NA,32.5,112,NA,NA,No
2006,Anthony Smith,Syracuse,DB,73,194,NA,4.71,18,41,125,4.35,6.76,No
2006,Brad Smith,Missouri,PC,74,213,24,4.46,NA,39.5,128,4.33,7.01,No
2006,Eric Smith,Michigan State,DB,73,209,NA,4.63,21,40,127,4.11,6.91,No
2006,Kent Smith,Central Michigan,QB,77,216,NA,4.57,NA,35,122,4.48,7.43,No
2006,LeKevin Smith,Nebraska,DL,75,316,NA,4.97,30,30.5,109,4.93,7.95,Yes
2006,Clinton Solomon,Iowa,PC,75,214,NA,4.58,NA,33,114,4.48,7.18,No
2006,Isaac Sowells,Indiana,OL,76,324,NA,5.15,20,28.5,101,5.02,8.14,Yes
2006,Charles Spencer,Pittsburgh,OL,77,352,NA,5.25,30,NA,NA,NA,NA,Yes
2006,Jason Spitz,Louisville,OL,76,313,NA,5.4,25,28.5,102,4.56,7.82,Yes
2006,Montavious Stanley,Louisville,DL,74,313,NA,5.12,NA,29,NA,4.62,8.08,Yes
2006,Dan Stevenson,Notre Dame,OL,77,300,NA,5.36,24,24.5,100,4.6,7.6,Yes
2006,Maurice Stovall,Notre Dame,PC,77,217,NA,4.57,NA,35,122,4.16,6.81,No
2006,Zach Strief,Northwestern,OL,80,330,NA,5.38,19,21,94,4.85,8.02,Yes
2006,Quinn Sypniewski,Colorado,PC,79,268,NA,4.77,20,32.5,114,4.54,7.09,No
2006,Naufahu Tahi,BYU,RB,73,254,NA,4.85,35,29,101,4.7,7.74,No
2006,Darryl Tapp,Virginia Tech,DL,74,252,NA,4.83,27,33,109,4.48,7.32,Yes
2006,Tony Tella,Miami,OL,76,307,NA,*5.20,24,24.5,NA,4.84,8.18,Yes
2006,David Thomas,Texas,PC,75,252,NA,4.67,19,37.5,113,4.35,7.07,No
2006,Joe Toledo,Washington,OL,78,337,NA,5.11,32,NA,NA,NA,NA,Yes
2006,Michael Toudouze,Texas Christian,OL,78,303,NA,5.12,23,26.5,100,4.71,7.47,Yes
2006,Anthony Trucks,Oregon,LB,73,233,NA,4.76,22,37,125,4.21,7.01,No
2006,Jeremy Trueblood,Boston College,OL,80,316,NA,5.25,20,27.5,96,4.71,7.84,Yes
2006,Stephen Tulloch,North Carolina State,LB,71,241,NA,4.84,27,33.5,113,4.18,7.2,No
2006,Cameron Vaughn,Louisiana State,LB,76,235,NA,4.65,17,32,117,4.23,7.25,No
2006,Marcus Vick,Virginia Tech,QB,73,200,11,4.47,NA,36,117,4.08,6.95,No
2006,Lawrence Vickers,Colorado,RB,73,245,NA,4.82,21,30.5,104,4.64,7.75,No
2006,Delanie Walker,Central Missouri,PC,73,240,NA,4.49,NA,36.5,118,NA,NA,No
2006,John Walker,Southern California,DB,73,205,NA,4.62,NA,40,125,4.18,NA,No
2006,Cooper Wallace,Auburn,PC,76,261,NA,4.78,21,29,105,4.22,7.3,No
2006,Scott Ware,Southern California,DB,73,218,NA,4.7,15,37,115,4.27,7.05,No
2006,Leon Washington,Florida State,RB,68,201,NA,4.42,17,32.5,105,4.37,6.96,No
2006,Pat Watkins,Florida State,DB,77,211,NA,4.42,14,41,133,NA,NA,No
2006,Todd Watkins,BYU,PC,75,202,NA,4.4,NA,37,118,4.25,7.13,No
2006,Gabe Watson,Michigan,DL,76,339,NA,5.27,36,25,96,4.82,8.28,Yes
2006,Dee Webb,Florida,DB,71,183,NA,4.41,NA,36.5,121,NA,NA,No
2006,Jeff Webb,San Diego State,PC,74,211,NA,4.4,NA,36,126,4.08,6.81,No
2006,Stefon Wheeler,Michigan State,OL,77,339,NA,5.73,NA,19.5,74,4.87,8.09,Yes
2006,Guy Whimper,East Carolina,OL,77,304,NA,4.96,26,29,102,4.61,7.39,Yes
2006,Terrence Whitehead,Oregon,RB,70,209,NA,4.69,NA,30.5,108,4.29,7.22,No
2006,Charlie Whitehurst,Clemson,QB,77,223,33,4.75,NA,33,112,4.12,7,No
2006,E.J. Whitley,Texas Tech,OL,77,309,NA,5.35,16,25,101,4.8,7.55,Yes
2006,Donte Whitner,Ohio State,DB,70,204,NA,4.4,18,40,132,NA,NA,No
2006,Andrew Whitworth,Louisiana State,OL,79,334,NA,5.16,28,30.5,112,4.84,8.26,Yes
2006,Gerris Wilkinson,Georgia Tech,LB,75,233,NA,4.66,19,39,122,4.18,7.23,No
2006,Brandon Williams,Wisconsin,PC,70,179,NA,4.48,NA,34.5,115,4.09,6.87,No
2006,DeAngelo Williams,Memphis,RB,69,214,NA,*4.49,25,35.5,NA,NA,NA,No
2006,Jamar Williams,Arizona State,LB,73,236,NA,4.59,NA,37,120,4.29,7.03,No
2006,Leon Williams,Miami,LB,75,245,NA,4.54,25,NA,NA,NA,NA,No
2006,Mario Williams,North Carolina State,DL,79,295,NA,4.7,35,40.5,120,4.37,7.21,Yes
2006,T.J. Williams,North Carolina State,PC,75,269,NA,4.72,25,34,111,4.58,7.5,No
2006,Travis Wilson,Oklahoma,PC,74,214,NA,4.47,NA,36.5,120,4.03,6.71,No
2006,Kamerion Wimbley,Florida State,DL,76,248,NA,4.61,24,38.5,129,4.48,6.98,Yes
2006,Eric Winston,Miami,OL,79,310,NA,4.94,NA,29,108,4.49,7.47,Yes
2006,Rodrique Wright,Texas,DL,77,300,NA,5.08,31,32,110,4.52,7.85,Yes
2006,James Wyche,Syracuse,DL,78,262,NA,4.63,33,33,116,4.51,7.76,Yes
2006,Vince Young,Texas,QB,77,229,15,*4.48,NA,NA,NA,NA,NA,No
2005,Hamza Abdullah,Washington State,DB,74,214,NA,,18,39,114,NA,6.96,No
2005,Anthony Alabi,Texas Christian,OL,77,310,NA,5.12,18,32.5,105,4.6,7.64,Yes
2005,Lorenzo Alexander,California,DL,74,289,NA,5.12,28,29.5,NA,4.55,7.55,Yes
2005,Jared Allen,Florida Atlantic,QB,74,218,19,4.93,NA,27.5,106,4.39,7.3,No
2005,Derek Anderson,Oregon State,QB,78,242,23,5.03,NA,29,103,4.67,7.67,No
2005,Calvin Armstrong,Washington State,OL,79,325,NA,5.51,26,34,100,4.66,7.63,Yes
2005,J.J. Arrington,California,RB,69,214,NA,4.4,18,35,121,4.1,6.81,No
2005,O.J. Atogwe,Stanford,DB,71,219,NA,4.52,22,NA,NA,NA,NA,No
2005,Adrian Awasom,North Texas,DL,76,279,NA,4.93,23,32.5,107,4.4,7.57,Yes
2005,David Baas,Michigan,OL,77,319,NA,5.06,29,29.5,105,4.48,7.52,Yes
2005,Jonathan Babineaux,Iowa,DL,74,286,NA,4.87,21,29.5,109,4.62,7.71,Yes
2005,Billy Bajema,Oklahoma State,PC,77,261,NA,4.74,16,31.5,113,4.3,7.05,No
2005,Marion Barber,Minnesota,RB,72,221,NA,*4.53,20,40,NA,NA,NA,No
2005,Khalif Barnes,Washington,OL,78,305,NA,4.92,26,35,106,4.56,7.58,Yes
2005,Alex Barron,Florida State,OL,80,318,NA,*5.27,NA,35.5,NA,4.57,7.83,Yes
2005,Ronald Bartell,Howard,DB,73,211,NA,4.37,21,35.5,NA,NA,NA,No
2005,Jordan Beck,Cal Poly,LB,75,233,NA,4.6,25,41,128,4.12,7.11,No
2005,Adam Bergen,Lehigh,PC,77,259,NA,4.78,25,38,121,4.11,7.12,No
2005,Joe Berger,Michigan Tech,OL,78,303,NA,5.18,30,27,96,4.68,7.77,Yes
2005,Justin Beriault,Ball State,DB,75,204,NA,4.52,14,39.5,132,3.84,6.93,No
2005,Brock Berlin,Miami,QB,74,218,13,4.83,NA,29,109,4.54,7.51,No
2005,Atari Bigby,Central Florida,DB,71,214,NA,*4.65,19,35,NA,4.11,7,No
2005,DeCori Birmingham,Arkansas,RB,70,210,NA,4.56,14,34.5,118,4.29,7.14,No
2005,Darryl Blackstock,Virginia,LB,75,247,NA,4.7,25,39,126,4.32,7.05,No
2005,Patrick Body,Toledo,DB,74,196,NA,*4.36,NA,NA,NA,NA,NA,No
2005,Michael Boley,Southern Mississippi,LB,75,236,NA,4.56,NA,34,113,4.12,7.08,No
2005,Larry Brackins,Pearl River,PC,77,205,NA,4.58,NA,35,112,4.44,7.16,No
2005,Mark Bradley,Oklahoma,PC,74,201,NA,4.37,NA,39.5,128,4.02,6.96,No
2005,Craig Bragg,UCLA,PC,73,196,NA,4.46,NA,36,NA,NA,NA,No
2005,Jamaal Brimmer,UNLV,DB,74,216,NA,4.8,16,32,113,4.64,7.79,No
2005,Wesley Britt,Alabama,OL,80,314,NA,*5.30,24,NA,NA,NA,NA,Yes
2005,C.J. Brooks,Maryland,OL,78,309,NA,5.18,24,31.5,108,4.59,7.63,Yes
2005,Nehemiah Broughton,Citadel,RB,73,250,NA,4.59,25,30,108,4.37,7.55,No
2005,Jammal Brown,Oklahoma,OL,78,316,NA,5.06,NA,31.5,109,4.7,7.95,Yes
2005,Jason Brown,North Carolina,OL,75,313,NA,5.4,23,30.5,105,4.52,7.72,Yes
2005,Reggie Brown,Georgia,PC,74,196,NA,4.45,NA,41.5,128,4,6.99,No
2005,Ronnie Brown,Auburn,RB,73,233,NA,4.43,18,34,117,4.14,7.12,No
2005,Tim Brown,West Virginia,OL,77,318,NA,5.6,23,29,93,4.92,7.86,Yes
2005,Brandon Browner,Oregon State,DB,76,221,NA,4.63,13,36.5,123,4.24,7.2,No
2005,Anthony Bryant,Alabama,DL,75,335,NA,5.06,23,31.5,106,4.72,7.8,Yes
2005,Doug Buckles,Mississippi,OL,77,311,NA,5.53,18,23.5,89,4.83,8.17,Yes
2005,Dan Buenning,Wisconsin,OL,76,320,NA,5.35,29,28,111,4.64,7.93,Yes
2005,Josh Bullocks,Nebraska,DB,73,209,NA,4.46,NA,37.5,118,4.09,7.09,No
2005,Tim Bulman,Boston College,DL,76,294,NA,4.91,35,32.5,115,4.21,7.24,Yes
2005,Kevin Burnett,Tennessee,LB,75,235,NA,*4.61,20,36,NA,NA,NA,No
2005,Vincent Burns,Kentucky,DL,73,267,NA,4.84,25,35,122,4.41,7.24,Yes
2005,Larry Burt,Miami (OH),DL,74,305,NA,5.36,22,28,98,4.75,8.03,Yes
2005,James Butler,Georgia Tech,DB,74,213,NA,4.51,16,40.5,127,4.01,7.11,No
2005,Jason Campbell,Auburn,QB,77,230,28,*4.72,NA,NA,NA,NA,7.42,No
2005,Jerome Carter,Florida State,DB,73,228,NA,4.47,21,35,121,4.11,7.19,No
2005,Luis Castillo,Northwestern,DL,75,305,NA,4.79,32,34.5,112,NA,NA,Yes
2005,Timmy Chang,Hawaii,QB,73,211,26,5.08,NA,29,111,4.21,7.26,No
2005,Maurice Clarett,Ohio State,RB,73,234,NA,4.78,22,34,115,NA,NA,No
2005,Mark Clayton,Oklahoma,PC,71,193,NA,4.41,NA,36.5,118,4.07,6.95,No
2005,Jonathan Clinkscale,Wisconsin,OL,74,315,NA,5.51,NA,27.5,99,NA,NA,Yes
2005,DeAndra Cobb,Michigan State,RB,70,196,NA,4.49,17,34,118,4.26,7.13,No
2005,Shaun Cody,Southern California,DL,76,293,NA,*4.95,34,NA,NA,NA,NA,Yes
2005,Eric Coleman,Clemson,DL,77,288,NA,5.12,27,33,118,4.73,7.43,Yes
2005,Jerome Collins,Notre Dame,PC,76,267,NA,4.71,21,NA,118,NA,NA,No
2005,Nick Collins,Bethune-Cookman,DB,71,206,NA,4.36,11,40,118,4.16,6.94,No
2005,Jon Colon,Florida,OL,79,317,NA,5.64,NA,25.5,85,4.89,8.03,Yes
2005,Dan Connolly,Southeast Missouri State,OL,76,311,NA,5.19,22,28.5,108,4.54,7.67,Yes
2005,Sean Considine,Iowa,DB,73,212,NA,4.5,19,37,117,3.93,7.11,No
